NCM,Início de vigência da NCM,Fim de vigência da NCM,uTrib para uso em operações de Exportação (Abreviatura),Descrição da uTrib utilizada em operações de Exportação,
84869000,2016-01-01 00:00:00,,KG,Quilograma,
84871000,2016-01-01 00:00:00,,UN,Unidade,
84879000,2016-01-01 00:00:00,,KG,Quilograma,
85011011,2016-01-01 00:00:00,,UN,Unidade,
85011019,2016-01-01 00:00:00,,UN,Unidade,
85011021,2016-01-01 00:00:00,,UN,Unidade,
85011029,2016-01-01 00:00:00,,UN,Unidade,
85011030,2016-01-01 00:00:00,,UN,Unidade,
85012000,2016-01-01 00:00:00,,UN,Unidade,
85013110,2016-01-01 00:00:00,,UN,Unidade,
85013120,2016-01-01 00:00:00,,UN,Unidade,
85013210,2016-01-01 00:00:00,,UN,Unidade,
85013220,2016-01-01 00:00:00,,UN,Unidade,
85013310,2016-01-01 00:00:00,,UN,Unidade,
85013320,2016-01-01 00:00:00,,UN,Unidade,
85013411,2016-01-01 00:00:00,,UN,Unidade,
85013419,2016-01-01 00:00:00,,UN,Unidade,
85013420,2016-01-01 00:00:00,,UN,Unidade,
85014011,2016-01-01 00:00:00,,UN,Unidade,
85014019,2016-01-01 00:00:00,,UN,Unidade,
85014021,2016-01-01 00:00:00,,UN,Unidade,
85014029,2016-01-01 00:00:00,,UN,Unidade,
85015110,2016-01-01 00:00:00,,UN,Unidade,
85015120,2016-01-01 00:00:00,,UN,Unidade,
85015190,2016-01-01 00:00:00,,UN,Unidade,
85015210,2016-01-01 00:00:00,,UN,Unidade,
85015220,2016-01-01 00:00:00,,UN,Unidade,
85015290,2016-01-01 00:00:00,,UN,Unidade,
85015310,2016-01-01 00:00:00,,UN,Unidade,
85015320,2016-01-01 00:00:00,,UN,Unidade,
85015330,2016-01-01 00:00:00,,UN,Unidade,
85015390,2016-01-01 00:00:00,,UN,Unidade,
85016100,2016-01-01 00:00:00,,UN,Unidade,
85016200,2016-01-01 00:00:00,,UN,Unidade,
85016300,2016-01-01 00:00:00,,UN,Unidade,
85016400,2016-01-01 00:00:00,,UN,Unidade,
85017100,2022-04-01 00:00:00,,UN,Unidade,
85017210,2022-04-01 00:00:00,,UN,Unidade,
85017290,2022-04-01 00:00:00,,UN,Unidade,
85018000,2022-04-01 00:00:00,,UN,Unidade,
85021110,2016-01-01 00:00:00,,UN,Unidade,
85021190,2016-01-01 00:00:00,,UN,Unidade,
85021210,2016-01-01 00:00:00,,UN,Unidade,
85021290,2016-01-01 00:00:00,,UN,Unidade,
85021311,2016-01-01 00:00:00,,UN,Unidade,
85021319,2016-01-01 00:00:00,,UN,Unidade,
85021390,2016-01-01 00:00:00,,UN,Unidade,
85022011,2016-01-01 00:00:00,,UN,Unidade,
85022019,2016-01-01 00:00:00,,UN,Unidade,
85022090,2016-01-01 00:00:00,,UN,Unidade,
85023100,2016-01-01 00:00:00,,UN,Unidade,
85023900,2016-01-01 00:00:00,,UN,Unidade,
85024010,2016-01-01 00:00:00,,UN,Unidade,
85024090,2016-01-01 00:00:00,,UN,Unidade,
85030010,2016-01-01 00:00:00,,KG,Quilograma,
85030090,2016-01-01 00:00:00,,KG,Quilograma,
85041000,2016-01-01 00:00:00,,UN,Unidade,
85042100,2016-01-01 00:00:00,,UN,Unidade,
85042200,2016-01-01 00:00:00,,UN,Unidade,
85042300,2016-01-01 00:00:00,,UN,Unidade,
85043111,2016-01-01 00:00:00,,UN,Unidade,
85043119,2016-01-01 00:00:00,,UN,Unidade,
85043191,2016-01-01 00:00:00,,UN,Unidade,
85043192,2016-01-01 00:00:00,,UN,Unidade,
85043193,2024-04-01 00:00:00,,UN,Unidade,
85043199,2016-01-01 00:00:00,,UN,Unidade,
85043211,2016-01-01 00:00:00,,UN,Unidade,
85043219,2016-01-01 00:00:00,,UN,Unidade,
85043221,2016-01-01 00:00:00,,UN,Unidade,
85043229,2016-01-01 00:00:00,,UN,Unidade,
85043300,2016-01-01 00:00:00,,UN,Unidade,
85043400,2016-01-01 00:00:00,,UN,Unidade,
85044010,2016-01-01 00:00:00,,UN,Unidade,
85044021,2016-01-01 00:00:00,,UN,Unidade,
85044022,2016-01-01 00:00:00,,UN,Unidade,
85044029,2016-01-01 00:00:00,,UN,Unidade,
85044030,2016-01-01 00:00:00,,UN,Unidade,
85044040,2016-01-01 00:00:00,,UN,Unidade,
85044050,2016-01-01 00:00:00,,UN,Unidade,
85044060,2016-01-01 00:00:00,,UN,Unidade,
85044090,2016-01-01 00:00:00,,UN,Unidade,
85045010,2024-07-01 00:00:00,,UN,Unidade,
85045090,2024-07-01 00:00:00,,UN,Unidade,
85049010,2016-01-01 00:00:00,,KG,Quilograma,
85049020,2016-01-01 00:00:00,,KG,Quilograma,
85049030,2016-01-01 00:00:00,,KG,Quilograma,
85049040,2016-01-01 00:00:00,,KG,Quilograma,
85049090,2016-01-01 00:00:00,,KG,Quilograma,
85051100,2016-01-01 00:00:00,,KG,Quilograma,
85051910,2016-01-01 00:00:00,,KG,Quilograma,
85051990,2016-01-01 00:00:00,,KG,Quilograma,
85052010,2016-01-01 00:00:00,,UN,Unidade,
85052090,2016-01-01 00:00:00,,KG,Quilograma,
85059011,2024-04-01 00:00:00,,UN,Unidade,
85059019,2024-04-01 00:00:00,,UN,Unidade,
85059080,2016-01-01 00:00:00,,KG,Quilograma,
85059090,2016-01-01 00:00:00,,KG,Quilograma,
85061011,2020-01-01 00:00:00,,UN,Unidade,
85061012,2020-01-01 00:00:00,,UN,Unidade,
85061019,2020-01-01 00:00:00,,UN,Unidade,
85061020,2016-01-01 00:00:00,,UN,Unidade,
85061031,2020-01-01 00:00:00,,UN,Unidade,
85061032,2020-01-01 00:00:00,,UN,Unidade,
85061039,2020-01-01 00:00:00,,UN,Unidade,
85063010,2016-01-01 00:00:00,,UN,Unidade,
85063090,2016-01-01 00:00:00,,UN,Unidade,
85064010,2016-01-01 00:00:00,,UN,Unidade,
85064090,2016-01-01 00:00:00,,UN,Unidade,
85065010,2016-01-01 00:00:00,,UN,Unidade,
85065090,2016-01-01 00:00:00,,UN,Unidade,
85066010,2016-01-01 00:00:00,,UN,Unidade,
85066090,2016-01-01 00:00:00,,UN,Unidade,
85068010,2016-01-01 00:00:00,,UN,Unidade,
85068090,2016-01-01 00:00:00,,UN,Unidade,
85069000,2016-01-01 00:00:00,,KG,Quilograma,
85071010,2016-01-01 00:00:00,,UN,Unidade,
85071090,2016-01-01 00:00:00,,UN,Unidade,
85072010,2016-01-01 00:00:00,,UN,Unidade,
85072090,2016-01-01 00:00:00,,UN,Unidade,
85073011,2016-01-01 00:00:00,,UN,Unidade,
85073019,2016-01-01 00:00:00,,UN,Unidade,
85073090,2016-01-01 00:00:00,,UN,Unidade,
85075010,2020-01-01 00:00:00,,UN,Unidade,
85075020,2020-01-01 00:00:00,,UN,Unidade,
85075090,2020-01-01 00:00:00,,UN,Unidade,
85076000,2016-01-01 00:00:00,,UN,Unidade,
85078000,2016-01-01 00:00:00,,UN,Unidade,
85079010,2016-01-01 00:00:00,,UN,Unidade,
85079020,2016-01-01 00:00:00,,KG,Quilograma,
85079090,2016-01-01 00:00:00,,KG,Quilograma,
85081100,2016-01-01 00:00:00,,UN,Unidade,
85081900,2016-01-01 00:00:00,,UN,Unidade,
85086000,2016-01-01 00:00:00,,UN,Unidade,
85087000,2016-01-01 00:00:00,,KG,Quilograma,
85094010,2016-01-01 00:00:00,,UN,Unidade,
85094020,2016-01-01 00:00:00,,UN,Unidade,
85094030,2016-01-01 00:00:00,,UN,Unidade,
85094040,2016-01-01 00:00:00,,UN,Unidade,
85094050,2016-01-01 00:00:00,,UN,Unidade,
85094090,2016-01-01 00:00:00,,UN,Unidade,
85098010,2016-01-01 00:00:00,,UN,Unidade,
85098090,2016-01-01 00:00:00,,UN,Unidade,
85099000,2016-01-01 00:00:00,,KG,Quilograma,
85101000,2016-01-01 00:00:00,,UN,Unidade,
85102000,2016-01-01 00:00:00,,UN,Unidade,
85103000,2016-01-01 00:00:00,,UN,Unidade,
85109011,2016-01-01 00:00:00,,UN,Unidade,
85109019,2016-01-01 00:00:00,,KG,Quilograma,
85109020,2016-01-01 00:00:00,,KG,Quilograma,
85109090,2016-01-01 00:00:00,,KG,Quilograma,
85111000,2016-01-01 00:00:00,,UN,Unidade,
85112010,2016-01-01 00:00:00,,UN,Unidade,
85112090,2016-01-01 00:00:00,,UN,Unidade,
85113010,2016-01-01 00:00:00,,UN,Unidade,
85113020,2016-01-01 00:00:00,,UN,Unidade,
85114000,2016-01-01 00:00:00,,UN,Unidade,
85115010,2016-01-01 00:00:00,,UN,Unidade,
85115090,2016-01-01 00:00:00,,UN,Unidade,
85118010,2016-01-01 00:00:00,,UN,Unidade,
85118020,2016-01-01 00:00:00,,UN,Unidade,
85118030,2016-01-01 00:00:00,,UN,Unidade,
85118090,2016-01-01 00:00:00,,UN,Unidade,
85119000,2016-01-01 00:00:00,,KG,Quilograma,
85121000,2016-01-01 00:00:00,,UN,Unidade,
85122011,2016-01-01 00:00:00,,UN,Unidade,
85122019,2016-01-01 00:00:00,,UN,Unidade,
85122021,2016-01-01 00:00:00,,UN,Unidade,
85122022,2016-01-01 00:00:00,,UN,Unidade,
85122023,2016-01-01 00:00:00,,UN,Unidade,
85122029,2016-01-01 00:00:00,,UN,Unidade,
85123000,2016-01-01 00:00:00,,UN,Unidade,
85124010,2016-01-01 00:00:00,,UN,Unidade,
85124020,2016-01-01 00:00:00,,UN,Unidade,
85129000,2016-01-01 00:00:00,,KG,Quilograma,
85131010,2016-01-01 00:00:00,,UN,Unidade,
85131090,2016-01-01 00:00:00,,UN,Unidade,
85139000,2016-01-01 00:00:00,,KG,Quilograma,
85141100,2022-04-01 00:00:00,,UN,Unidade,
85141900,2022-04-01 00:00:00,,UN,Unidade,
85142011,2016-01-01 00:00:00,,UN,Unidade,
85142019,2016-01-01 00:00:00,,UN,Unidade,
85142020,2016-01-01 00:00:00,,UN,Unidade,
85143100,2022-04-01 00:00:00,,UN,Unidade,
85143200,2022-04-01 00:00:00,,UN,Unidade,
85143900,2022-04-01 00:00:00,,UN,Unidade,
85144000,2016-01-01 00:00:00,,UN,Unidade,
85149000,2016-01-01 00:00:00,,KG,Quilograma,
85151100,2016-01-01 00:00:00,,UN,Unidade,
85151900,2016-01-01 00:00:00,,UN,Unidade,
85152100,2016-01-01 00:00:00,,UN,Unidade,
85152900,2016-01-01 00:00:00,,UN,Unidade,
85153110,2016-01-01 00:00:00,,UN,Unidade,
85153190,2016-01-01 00:00:00,,UN,Unidade,
85153900,2016-01-01 00:00:00,,UN,Unidade,
85158010,2016-01-01 00:00:00,,UN,Unidade,
85158090,2016-01-01 00:00:00,,UN,Unidade,
85159000,2016-01-01 00:00:00,,KG,Quilograma,
85161000,2016-01-01 00:00:00,,UN,Unidade,
85162100,2016-01-01 00:00:00,,UN,Unidade,
85162900,2016-01-01 00:00:00,,UN,Unidade,
85163100,2016-01-01 00:00:00,,UN,Unidade,
85163200,2016-01-01 00:00:00,,UN,Unidade,
85163300,2016-01-01 00:00:00,,UN,Unidade,
85164000,2016-01-01 00:00:00,,UN,Unidade,
85165000,2016-01-01 00:00:00,,UN,Unidade,
85166000,2016-01-01 00:00:00,,UN,Unidade,
85167100,2016-01-01 00:00:00,,UN,Unidade,
85167200,2016-01-01 00:00:00,,UN,Unidade,
85167910,2016-01-01 00:00:00,,UN,Unidade,
85167920,2016-01-01 00:00:00,,UN,Unidade,
85167990,2016-01-01 00:00:00,,UN,Unidade,
85168010,2016-01-01 00:00:00,,UN,Unidade,
85168090,2016-01-01 00:00:00,,UN,Unidade,
85169000,2016-01-01 00:00:00,,KG,Quilograma,
85171100,2016-01-01 00:00:00,,UN,Unidade,
85171300,2022-04-01 00:00:00,,UN,Unidade,
85171410,2022-04-01 00:00:00,,UN,Unidade,
85171431,2022-04-01 00:00:00,,UN,Unidade,
85171432,2022-04-01 00:00:00,,UN,Unidade,
85171439,2022-04-01 00:00:00,,UN,Unidade,
85171441,2022-04-01 00:00:00,,UN,Unidade,
85171449,2022-04-01 00:00:00,,UN,Unidade,
85171490,2022-04-01 00:00:00,,UN,Unidade,
85171830,2022-04-01 00:00:00,,UN,Unidade,
85171890,2022-04-01 00:00:00,,UN,Unidade,
85176130,2016-01-01 00:00:00,,UN,Unidade,
85176141,2016-01-01 00:00:00,,UN,Unidade,
85176142,2016-01-01 00:00:00,,UN,Unidade,
85176143,2016-01-01 00:00:00,,UN,Unidade,
85176149,2016-01-01 00:00:00,,UN,Unidade,
85176191,2016-01-01 00:00:00,,UN,Unidade,
85176192,2016-01-01 00:00:00,,UN,Unidade,
85176199,2016-01-01 00:00:00,,UN,Unidade,
85176214,2016-01-01 00:00:00,,UN,Unidade,
85176215,2022-04-01 00:00:00,,UN,Unidade,
85176221,2016-01-01 00:00:00,,UN,Unidade,
85176229,2016-01-01 00:00:00,,UN,Unidade,
85176234,2022-04-01 00:00:00,,UN,Unidade,
85176239,2016-01-01 00:00:00,,UN,Unidade,
85176241,2016-01-01 00:00:00,,UN,Unidade,
85176249,2016-01-01 00:00:00,,UN,Unidade,
85176251,2016-01-01 00:00:00,,UN,Unidade,
85176252,2016-01-01 00:00:00,,UN,Unidade,
85176253,2016-01-01 00:00:00,,UN,Unidade,
85176254,2016-01-01 00:00:00,,UN,Unidade,
85176255,2016-01-01 00:00:00,,UN,Unidade,
85176256,2022-04-01 00:00:00,,UN,Unidade,
85176259,2016-01-01 00:00:00,,UN,Unidade,
85176262,2016-01-01 00:00:00,,UN,Unidade,
85176264,2016-01-01 00:00:00,,UN,Unidade,
85176265,2016-01-01 00:00:00,,UN,Unidade,
85176272,2016-01-01 00:00:00,,UN,Unidade,
85176273,2022-04-01 00:00:00,,UN,Unidade,
85176277,2016-01-01 00:00:00,,UN,Unidade,
85176278,2016-01-01 00:00:00,,UN,Unidade,
85176279,2016-01-01 00:00:00,,UN,Unidade,
85176291,2016-01-01 00:00:00,,UN,Unidade,
85176294,2016-01-01 00:00:00,,UN,Unidade,
85176296,2016-01-01 00:00:00,,UN,Unidade,
85176299,2016-01-01 00:00:00,,UN,Unidade,
85176900,2016-01-01 00:00:00,,UN,Unidade,
85177110,2022-04-01 00:00:00,,UN,Unidade,
85177120,2026-02-01 00:00:00,,UN,Unidade,
85177190,2022-04-01 00:00:00,,UN,Unidade,
85177900,2022-04-01 00:00:00,,KG,Quilograma,
85181010,2016-01-01 00:00:00,,UN,Unidade,
85181090,2016-01-01 00:00:00,,UN,Unidade,
85182100,2016-01-01 00:00:00,,UN,Unidade,
85182200,2016-01-01 00:00:00,,UN,Unidade,
85182910,2016-01-01 00:00:00,,UN,Unidade,
85182990,2016-01-01 00:00:00,,UN,Unidade,
85183000,2016-01-01 00:00:00,,UN,Unidade,
85184000,2016-01-01 00:00:00,,UN,Unidade,
85185000,2016-01-01 00:00:00,,UN,Unidade,
85189010,2016-01-01 00:00:00,,KG,Quilograma,
85189090,2016-01-01 00:00:00,,KG,Quilograma,
85192000,2016-01-01 00:00:00,,UN,Unidade,
85193000,2016-01-01 00:00:00,,UN,Unidade,
85198110,2016-01-01 00:00:00,,UN,Unidade,
85198120,2016-01-01 00:00:00,,UN,Unidade,
85198190,2016-01-01 00:00:00,,UN,Unidade,
85198900,2016-01-01 00:00:00,,UN,Unidade,
85211010,2016-01-01 00:00:00,,UN,Unidade,
85211081,2016-01-01 00:00:00,,UN,Unidade,
85211089,2016-01-01 00:00:00,,UN,Unidade,
85211090,2016-01-01 00:00:00,,UN,Unidade,
85219000,2021-10-01 00:00:00,,UN,Unidade,
85221000,2016-01-01 00:00:00,,KG,Quilograma,
85229000,2022-04-01 00:00:00,,KG,Quilograma,
85232110,2016-01-01 00:00:00,,UN,Unidade,
85232120,2016-01-01 00:00:00,,UN,Unidade,
85232911,2016-01-01 00:00:00,,UN,Unidade,
85232919,2016-01-01 00:00:00,,UN,Unidade,
85232990,2016-01-01 00:00:00,,UN,Unidade,
85234110,2016-01-01 00:00:00,,UN,Unidade,
85234190,2016-01-01 00:00:00,,UN,Unidade,
85234910,2016-01-01 00:00:00,,UN,Unidade,
85234920,2016-01-01 00:00:00,,UN,Unidade,
85234990,2016-01-01 00:00:00,,UN,Unidade,
85235110,2016-01-01 00:00:00,,UN,Unidade,
85235190,2016-01-01 00:00:00,,UN,Unidade,
85235210,2020-01-01 00:00:00,,UN,Unidade,
85235290,2020-01-01 00:00:00,,UN,Unidade,
85235900,2020-01-01 00:00:00,,UN,Unidade,
85238000,2016-01-01 00:00:00,,UN,Unidade,
85241100,2022-04-01 00:00:00,,UN,Unidade,
85241200,2022-04-01 00:00:00,,UN,Unidade,
85241900,2022-04-01 00:00:00,,UN,Unidade,
85249100,2022-04-01 00:00:00,,UN,Unidade,
85249200,2022-04-01 00:00:00,,UN,Unidade,
85249900,2022-04-01 00:00:00,,UN,Unidade,
85255011,2016-01-01 00:00:00,,UN,Unidade,
85255019,2016-01-01 00:00:00,,UN,Unidade,
85255021,2016-01-01 00:00:00,,UN,Unidade,
85255022,2016-01-01 00:00:00,,UN,Unidade,
85255023,2016-01-01 00:00:00,,UN,Unidade,
85255024,2016-01-01 00:00:00,,UN,Unidade,
85255029,2016-01-01 00:00:00,,UN,Unidade,
85256010,2016-01-01 00:00:00,,UN,Unidade,
85256020,2016-01-01 00:00:00,,UN,Unidade,
85256090,2016-01-01 00:00:00,,UN,Unidade,
85258100,2022-04-01 00:00:00,,UN,Unidade,
85258200,2022-04-01 00:00:00,,UN,Unidade,
85258300,2022-04-01 00:00:00,,UN,Unidade,
85258911,2022-04-01 00:00:00,,UN,Unidade,
85258912,2022-04-01 00:00:00,,UN,Unidade,
85258913,2022-04-01 00:00:00,,UN,Unidade,
85258914,2022-04-01 00:00:00,,UN,Unidade,
85258919,2022-04-01 00:00:00,,UN,Unidade,
85258921,2022-04-01 00:00:00,,UN,Unidade,
85258922,2022-04-01 00:00:00,,UN,Unidade,
85258929,2022-04-01 00:00:00,,UN,Unidade,
85261000,2016-01-01 00:00:00,,UN,Unidade,
85269100,2016-01-01 00:00:00,,UN,Unidade,
85269200,2016-01-01 00:00:00,,UN,Unidade,
85271200,2016-01-01 00:00:00,,UN,Unidade,
85271300,2016-01-01 00:00:00,,UN,Unidade,
85271900,2022-04-01 00:00:00,,UN,Unidade,
85272100,2016-01-01 00:00:00,,UN,Unidade,
85272900,2016-01-01 00:00:00,,UN,Unidade,
85279100,2016-01-01 00:00:00,,UN,Unidade,
85279200,2016-01-01 00:00:00,,UN,Unidade,
85279910,2016-01-01 00:00:00,,UN,Unidade,
85279990,2016-01-01 00:00:00,,UN,Unidade,
85284200,2022-04-01 00:00:00,,UN,Unidade,
85284930,2022-04-01 00:00:00,,UN,Unidade,
85284990,2022-04-01 00:00:00,,UN,Unidade,
85285200,2022-04-01 00:00:00,,UN,Unidade,
85285900,2022-04-01 00:00:00,,UN,Unidade,
85286200,2017-01-01 00:00:00,,UN,Unidade,
85286910,2016-01-01 00:00:00,,UN,Unidade,
85286990,2016-01-01 00:00:00,,UN,Unidade,
85287111,2016-01-01 00:00:00,,UN,Unidade,
85287119,2016-01-01 00:00:00,,UN,Unidade,
85287190,2016-01-01 00:00:00,,UN,Unidade,
85287200,2016-01-01 00:00:00,,UN,Unidade,
85287300,2016-01-01 00:00:00,,UN,Unidade,
85291020,2022-04-01 00:00:00,,UN,Unidade,
85291090,2016-01-01 00:00:00,,KG,Quilograma,
85299011,2016-01-01 00:00:00,,KG,Quilograma,
85299012,2016-01-01 00:00:00,,UN,Unidade,
85299019,2016-01-01 00:00:00,,KG,Quilograma,
85299020,2016-01-01 00:00:00,,KG,Quilograma,
85299030,2016-01-01 00:00:00,,KG,Quilograma,
85299040,2016-01-01 00:00:00,,KG,Quilograma,
85299050,2022-04-01 00:00:00,,KG,Quilograma,
85299090,2016-01-01 00:00:00,,KG,Quilograma,
85301010,2016-01-01 00:00:00,,UN,Unidade,
85301090,2016-01-01 00:00:00,,UN,Unidade,
85308010,2016-01-01 00:00:00,,UN,Unidade,
85308090,2016-01-01 00:00:00,,UN,Unidade,
85309000,2016-01-01 00:00:00,,KG,Quilograma,
85311010,2016-01-01 00:00:00,,UN,Unidade,
85311090,2016-01-01 00:00:00,,UN,Unidade,
85312000,2016-01-01 00:00:00,,UN,Unidade,
85318000,2016-01-01 00:00:00,,UN,Unidade,
85319000,2016-01-01 00:00:00,,KG,Quilograma,
85321000,2016-01-01 00:00:00,,UN,Unidade,
85322111,2016-01-01 00:00:00,,UN,Unidade,
85322119,2016-01-01 00:00:00,,UN,Unidade,
85322120,2018-07-01 00:00:00,,UN,Unidade,
85322190,2016-01-01 00:00:00,,UN,Unidade,
85322200,2016-01-01 00:00:00,,UN,Unidade,
85322310,2016-01-01 00:00:00,,UN,Unidade,
85322390,2016-01-01 00:00:00,,UN,Unidade,
85322410,2016-01-01 00:00:00,,UN,Unidade,
85322420,2018-07-01 00:00:00,,UN,Unidade,
85322490,2016-01-01 00:00:00,,UN,Unidade,
85322510,2016-01-01 00:00:00,,UN,Unidade,
85322590,2016-01-01 00:00:00,,UN,Unidade,
85322910,2016-01-01 00:00:00,,UN,Unidade,
85322990,2016-01-01 00:00:00,,UN,Unidade,
85323010,2016-01-01 00:00:00,,UN,Unidade,
85323090,2016-01-01 00:00:00,,UN,Unidade,
85329000,2016-01-01 00:00:00,,KG,Quilograma,
85331000,2016-01-01 00:00:00,,UN,Unidade,
85332110,2016-01-01 00:00:00,,UN,Unidade,
85332120,2016-01-01 00:00:00,,UN,Unidade,
85332190,2016-01-01 00:00:00,,UN,Unidade,
85332900,2016-01-01 00:00:00,,UN,Unidade,
85333110,2016-01-01 00:00:00,,UN,Unidade,
85333190,2016-01-01 00:00:00,,UN,Unidade,
85333910,2016-01-01 00:00:00,,UN,Unidade,
85333990,2016-01-01 00:00:00,,UN,Unidade,
85334011,2016-01-01 00:00:00,,UN,Unidade,
85334012,2016-01-01 00:00:00,,UN,Unidade,
85334013,2018-01-01 00:00:00,,UN,Unidade,
85334019,2016-01-01 00:00:00,,UN,Unidade,
85334091,2016-01-01 00:00:00,,UN,Unidade,
85334092,2016-01-01 00:00:00,,UN,Unidade,
85334099,2016-01-01 00:00:00,,UN,Unidade,
85339000,2016-01-01 00:00:00,,KG,Quilograma,
85340011,2016-01-01 00:00:00,,UN,Unidade,
85340012,2016-01-01 00:00:00,,UN,Unidade,
85340013,2016-01-01 00:00:00,,UN,Unidade,
85340019,2016-01-01 00:00:00,,UN,Unidade,
85340020,2016-01-01 00:00:00,,UN,Unidade,
85340031,2016-01-01 00:00:00,,UN,Unidade,
85340032,2016-01-01 00:00:00,,UN,Unidade,
85340033,2016-01-01 00:00:00,,UN,Unidade,
85340039,2016-01-01 00:00:00,,UN,Unidade,
85340040,2016-01-01 00:00:00,,UN,Unidade,
85340051,2016-01-01 00:00:00,,UN,Unidade,
85340059,2016-01-01 00:00:00,,UN,Unidade,
85351000,2016-01-01 00:00:00,,UN,Unidade,
85352100,2016-01-01 00:00:00,,UN,Unidade,
85352900,2016-01-01 00:00:00,,UN,Unidade,
85353013,2016-01-01 00:00:00,,UN,Unidade,
85353017,2016-01-01 00:00:00,,UN,Unidade,
85353018,2016-01-01 00:00:00,,UN,Unidade,
85353019,2016-01-01 00:00:00,,UN,Unidade,
85353023,2016-01-01 00:00:00,,UN,Unidade,
85353027,2016-01-01 00:00:00,,UN,Unidade,
85353028,2016-01-01 00:00:00,,UN,Unidade,
85353029,2016-01-01 00:00:00,,UN,Unidade,
85354010,2016-01-01 00:00:00,,UN,Unidade,
85354090,2016-01-01 00:00:00,,UN,Unidade,
85359010,2021-07-01 00:00:00,,UN,Unidade,
85359090,2021-07-01 00:00:00,,UN,Unidade,
85361000,2016-01-01 00:00:00,,UN,Unidade,
85362000,2016-01-01 00:00:00,,UN,Unidade,
85363010,2018-01-01 00:00:00,,UN,Unidade,
85363090,2018-01-01 00:00:00,,UN,Unidade,
85364100,2016-01-01 00:00:00,,UN,Unidade,
85364900,2016-01-01 00:00:00,,UN,Unidade,
85365010,2016-01-01 00:00:00,,UN,Unidade,
85365020,2016-01-01 00:00:00,,UN,Unidade,
85365030,2016-01-01 00:00:00,,UN,Unidade,
85365090,2016-01-01 00:00:00,,UN,Unidade,
85366100,2016-01-01 00:00:00,,UN,Unidade,
85366910,2016-01-01 00:00:00,,UN,Unidade,
85366990,2016-01-01 00:00:00,,UN,Unidade,
85367000,2016-01-01 00:00:00,,UN,Unidade,
85369010,2016-01-01 00:00:00,,UN,Unidade,
85369020,2016-01-01 00:00:00,,UN,Unidade,
85369030,2016-01-01 00:00:00,,UN,Unidade,
85369040,2016-01-01 00:00:00,,UN,Unidade,
85369050,2016-01-01 00:00:00,,UN,Unidade,
85369060,2018-07-01 00:00:00,,UN,Unidade,
85369090,2016-01-01 00:00:00,,UN,Unidade,
85371011,2016-01-01 00:00:00,,KG,Quilograma,
85371019,2016-01-01 00:00:00,,KG,Quilograma,
85371020,2016-01-01 00:00:00,,UN,Unidade,
85371030,2016-01-01 00:00:00,,UN,Unidade,
85371090,2016-01-01 00:00:00,,KG,Quilograma,
85372010,2016-01-01 00:00:00,,KG,Quilograma,
85372090,2016-01-01 00:00:00,,KG,Quilograma,
85381000,2016-01-01 00:00:00,,KG,Quilograma,
85389010,2016-01-01 00:00:00,,UN,Unidade,
85389020,2016-01-01 00:00:00,,UN,Unidade,
85389090,2016-01-01 00:00:00,,KG,Quilograma,
85391010,2016-01-01 00:00:00,,UN,Unidade,
85391090,2016-01-01 00:00:00,,UN,Unidade,
85392110,2016-01-01 00:00:00,,UN,Unidade,
85392190,2016-01-01 00:00:00,,UN,Unidade,
85392200,2016-01-01 00:00:00,,UN,Unidade,
85392910,2016-01-01 00:00:00,,UN,Unidade,
85392990,2016-01-01 00:00:00,,UN,Unidade,
85393111,2021-07-01 00:00:00,,UN,Unidade,
85393119,2021-07-01 00:00:00,,UN,Unidade,
85393120,2021-07-01 00:00:00,,UN,Unidade,
85393131,2021-07-01 00:00:00,,UN,Unidade,
85393132,2021-07-01 00:00:00,,UN,Unidade,
85393139,2021-07-01 00:00:00,,UN,Unidade,
85393210,2021-07-01 00:00:00,,UN,Unidade,
85393220,2021-07-01 00:00:00,,UN,Unidade,
85393230,2021-07-01 00:00:00,,UN,Unidade,
85393911,2021-07-01 00:00:00,,UN,Unidade,
85393912,2021-07-01 00:00:00,,UN,Unidade,
85393913,2021-07-01 00:00:00,,UN,Unidade,
85393919,2021-07-01 00:00:00,,UN,Unidade,
85393990,2021-07-01 00:00:00,,UN,Unidade,
85394110,2016-01-01 00:00:00,,UN,Unidade,
85394190,2016-01-01 00:00:00,,UN,Unidade,
85394900,2016-01-01 00:00:00,,UN,Unidade,
85395100,2022-04-01 00:00:00,,UN,Unidade,
85395200,2022-04-01 00:00:00,,UN,Unidade,
85399010,2016-01-01 00:00:00,,KG,Quilograma,
85399020,2016-01-01 00:00:00,,KG,Quilograma,
85399090,2016-01-01 00:00:00,,KG,Quilograma,
85401100,2016-01-01 00:00:00,,UN,Unidade,
85401200,2016-01-01 00:00:00,,UN,Unidade,
85402011,2016-01-01 00:00:00,,UN,Unidade,
85402019,2016-01-01 00:00:00,,UN,Unidade,
85402020,2016-01-01 00:00:00,,UN,Unidade,
85402090,2016-01-01 00:00:00,,UN,Unidade,
85404000,2016-01-01 00:00:00,,UN,Unidade,
85406010,2016-01-01 00:00:00,,UN,Unidade,
85406090,2016-01-01 00:00:00,,UN,Unidade,
85407100,2016-01-01 00:00:00,,UN,Unidade,
85407900,2016-01-01 00:00:00,,UN,Unidade,
85408100,2016-01-01 00:00:00,,UN,Unidade,
85408910,2016-01-01 00:00:00,,UN,Unidade,
