NCM,Início de vigência da NCM,Fim de vigência da NCM,uTrib para uso em operações de Exportação (Abreviatura),Descrição da uTrib utilizada em operações de Exportação,
04049000,2016-01-01 00:00:00,,KG,Quilograma,
04051000,2016-01-01 00:00:00,,KG,Quilograma,
04052000,2016-01-01 00:00:00,,KG,Quilograma,
04059010,2016-01-01 00:00:00,,KG,Quilograma,
04059090,2016-01-01 00:00:00,,KG,Quilograma,
04061010,2016-01-01 00:00:00,,KG,Quilograma,
04061090,2016-01-01 00:00:00,,KG,Quilograma,
04062000,2016-01-01 00:00:00,,KG,Quilograma,
04063000,2016-01-01 00:00:00,,KG,Quilograma,
04064000,2016-01-01 00:00:00,,KG,Quilograma,
04069010,2016-01-01 00:00:00,,KG,Quilograma,
04069020,2016-01-01 00:00:00,,KG,Quilograma,
04069030,2016-01-01 00:00:00,,KG,Quilograma,
04069090,2016-01-01 00:00:00,,KG,Quilograma,
04071100,2016-01-01 00:00:00,,DUZIA,Duzia,
04071900,2016-01-01 00:00:00,,DUZIA,Duzia,
04072100,2016-01-01 00:00:00,,DUZIA,Duzia,
04072900,2016-01-01 00:00:00,,DUZIA,Duzia,
04079000,2016-01-01 00:00:00,,KG,Quilograma,
04081100,2016-01-01 00:00:00,,KG,Quilograma,
04081900,2016-01-01 00:00:00,,KG,Quilograma,
04089100,2016-01-01 00:00:00,,KG,Quilograma,
04089900,2016-01-01 00:00:00,,KG,Quilograma,
04090000,2016-01-01 00:00:00,,KG,Quilograma,
04101000,2022-04-01 00:00:00,,KG,Quilograma,
04109000,2022-04-01 00:00:00,,KG,Quilograma,
05010000,2016-01-01 00:00:00,,KG,Quilograma,
05021011,2016-01-01 00:00:00,,KG,Quilograma,
05021019,2016-01-01 00:00:00,,KG,Quilograma,
05021090,2016-01-01 00:00:00,,KG,Quilograma,
05029010,2016-01-01 00:00:00,,KG,Quilograma,
05029020,2016-01-01 00:00:00,,KG,Quilograma,
05040011,2016-01-01 00:00:00,,KG,Quilograma,
05040012,2016-01-01 00:00:00,,KG,Quilograma,
05040013,2016-01-01 00:00:00,,KG,Quilograma,
05040019,2016-01-01 00:00:00,,KG,Quilograma,
05040090,2016-01-01 00:00:00,,KG,Quilograma,
05051000,2016-01-01 00:00:00,,KG,Quilograma,
05059000,2016-01-01 00:00:00,,KG,Quilograma,
05061000,2016-01-01 00:00:00,,KG,Quilograma,
05069000,2016-01-01 00:00:00,,KG,Quilograma,
05071000,2016-01-01 00:00:00,,KG,Quilograma,
05079000,2016-01-01 00:00:00,,KG,Quilograma,
05080000,2016-01-01 00:00:00,,KG,Quilograma,
05100010,2016-01-01 00:00:00,,KG,Quilograma,
05100090,2016-01-01 00:00:00,,KG,Quilograma,
05111000,2016-01-01 00:00:00,,G,Grama,
05119110,2016-01-01 00:00:00,,KG,Quilograma,
05119190,2016-01-01 00:00:00,,KG,Quilograma,
05119910,2016-01-01 00:00:00,,KG,Quilograma,
05119920,2016-01-01 00:00:00,,KG,Quilograma,
05119930,2016-01-01 00:00:00,,KG,Quilograma,
05119991,2016-01-01 00:00:00,,KG,Quilograma,
05119999,2016-01-01 00:00:00,,KG,Quilograma,
06011000,2016-01-01 00:00:00,,UN,Unidade,
06012000,2016-01-01 00:00:00,,UN,Unidade,
06021000,2016-01-01 00:00:00,,UN,Unidade,
06022000,2016-01-01 00:00:00,,UN,Unidade,
06023000,2016-01-01 00:00:00,,UN,Unidade,
06024000,2016-01-01 00:00:00,,UN,Unidade,
06029010,2016-01-01 00:00:00,,KG,Quilograma,
06029021,2016-01-01 00:00:00,,UN,Unidade,
06029029,2016-01-01 00:00:00,,UN,Unidade,
06029081,2016-01-01 00:00:00,,UN,Unidade,
06029082,2016-01-01 00:00:00,,UN,Unidade,
06029083,2016-01-01 00:00:00,,UN,Unidade,
06029089,2016-01-01 00:00:00,,UN,Unidade,
06029090,2016-01-01 00:00:00,,UN,Unidade,
06031100,2016-01-01 00:00:00,,DUZIA,Duzia,
06031200,2016-01-01 00:00:00,,DUZIA,Duzia,
06031300,2016-01-01 00:00:00,,DUZIA,Duzia,
06031400,2016-01-01 00:00:00,,DUZIA,Duzia,
06031500,2016-01-01 00:00:00,,DUZIA,Duzia,
06031900,2016-01-01 00:00:00,,DUZIA,Duzia,
06039000,2016-01-01 00:00:00,,KG,Quilograma,
06042000,2016-01-01 00:00:00,,KG,Quilograma,
06049000,2016-01-01 00:00:00,,KG,Quilograma,
07011000,2016-01-01 00:00:00,,KG,Quilograma,
07019000,2016-01-01 00:00:00,,KG,Quilograma,
07020000,2016-01-01 00:00:00,,KG,Quilograma,
07031011,2016-01-01 00:00:00,,KG,Quilograma,
07031019,2016-01-01 00:00:00,,KG,Quilograma,
07031021,2016-01-01 00:00:00,,KG,Quilograma,
07031029,2016-01-01 00:00:00,,KG,Quilograma,
07032010,2016-01-01 00:00:00,,KG,Quilograma,
07032090,2016-01-01 00:00:00,,KG,Quilograma,
07039010,2016-01-01 00:00:00,,KG,Quilograma,
07039090,2016-01-01 00:00:00,,KG,Quilograma,
07041000,2016-01-01 00:00:00,,KG,Quilograma,
07042000,2016-01-01 00:00:00,,KG,Quilograma,
07049000,2016-01-01 00:00:00,,KG,Quilograma,
07051100,2016-01-01 00:00:00,,KG,Quilograma,
07051900,2016-01-01 00:00:00,,KG,Quilograma,
07052100,2016-01-01 00:00:00,,KG,Quilograma,
07052900,2016-01-01 00:00:00,,KG,Quilograma,
07061000,2016-01-01 00:00:00,,KG,Quilograma,
07069000,2016-01-01 00:00:00,,KG,Quilograma,
07070000,2016-01-01 00:00:00,,KG,Quilograma,
07081000,2016-01-01 00:00:00,,KG,Quilograma,
07082000,2016-01-01 00:00:00,,KG,Quilograma,
07089000,2016-01-01 00:00:00,,KG,Quilograma,
07092000,2016-01-01 00:00:00,,KG,Quilograma,
07093000,2016-01-01 00:00:00,,KG,Quilograma,
07094000,2016-01-01 00:00:00,,KG,Quilograma,
07095100,2016-01-01 00:00:00,,KG,Quilograma,
07095200,2022-04-01 00:00:00,,KG,Quilograma,
07095300,2022-04-01 00:00:00,,KG,Quilograma,
07095400,2022-04-01 00:00:00,,KG,Quilograma,
07095500,2022-04-01 00:00:00,,KG,Quilograma,
07095600,2022-04-01 00:00:00,,KG,Quilograma,
07095900,2016-01-01 00:00:00,,KG,Quilograma,
07096000,2016-01-01 00:00:00,,KG,Quilograma,
07097000,2016-01-01 00:00:00,,KG,Quilograma,
07099100,2016-01-01 00:00:00,,KG,Quilograma,
07099200,2016-01-01 00:00:00,,KG,Quilograma,
07099300,2016-01-01 00:00:00,,KG,Quilograma,
07099911,2016-01-01 00:00:00,,KG,Quilograma,
07099919,2016-01-01 00:00:00,,KG,Quilograma,
07099990,2016-01-01 00:00:00,,KG,Quilograma,
07101000,2016-01-01 00:00:00,,KG,Quilograma,
07102100,2016-01-01 00:00:00,,KG,Quilograma,
07102200,2016-01-01 00:00:00,,KG,Quilograma,
07102900,2016-01-01 00:00:00,,KG,Quilograma,
07103000,2016-01-01 00:00:00,,KG,Quilograma,
07104000,2016-01-01 00:00:00,,KG,Quilograma,
07108000,2016-01-01 00:00:00,,KG,Quilograma,
07109000,2016-01-01 00:00:00,,KG,Quilograma,
07112010,2016-01-01 00:00:00,,KG,Quilograma,
07112020,2016-01-01 00:00:00,,KG,Quilograma,
07112090,2016-01-01 00:00:00,,KG,Quilograma,
07114000,2016-01-01 00:00:00,,KG,Quilograma,
07115100,2016-01-01 00:00:00,,KG,Quilograma,
07115900,2016-01-01 00:00:00,,KG,Quilograma,
07119000,2016-01-01 00:00:00,,KG,Quilograma,
07122000,2016-01-01 00:00:00,,KG,Quilograma,
07123100,2016-01-01 00:00:00,,KG,Quilograma,
07123200,2016-01-01 00:00:00,,KG,Quilograma,
07123300,2016-01-01 00:00:00,,KG,Quilograma,
07123400,2022-04-01 00:00:00,,KG,Quilograma,
07123900,2016-01-01 00:00:00,,KG,Quilograma,
07129020,2025-01-02 00:00:00,,KG,Quilograma,
07129090,2016-01-01 00:00:00,,KG,Quilograma,
07131010,2016-01-01 00:00:00,,KG,Quilograma,
07131090,2016-01-01 00:00:00,,KG,Quilograma,
07132010,2016-01-01 00:00:00,,KG,Quilograma,
07132090,2016-01-01 00:00:00,,KG,Quilograma,
07133110,2016-01-01 00:00:00,,KG,Quilograma,
07133190,2016-01-01 00:00:00,,KG,Quilograma,
07133210,2016-01-01 00:00:00,,KG,Quilograma,
07133290,2016-01-01 00:00:00,,KG,Quilograma,
07133311,2016-01-01 00:00:00,,KG,Quilograma,
07133319,2016-01-01 00:00:00,,KG,Quilograma,
07133321,2016-01-01 00:00:00,,KG,Quilograma,
07133329,2016-01-01 00:00:00,,KG,Quilograma,
07133391,2016-01-01 00:00:00,,KG,Quilograma,
07133399,2016-01-01 00:00:00,,KG,Quilograma,
07133410,2016-01-01 00:00:00,,KG,Quilograma,
07133490,2016-01-01 00:00:00,,KG,Quilograma,
07133510,2016-01-01 00:00:00,,KG,Quilograma,
07133590,2016-01-01 00:00:00,,KG,Quilograma,
07133910,2016-01-01 00:00:00,,KG,Quilograma,
07133990,2016-01-01 00:00:00,,KG,Quilograma,
07134010,2016-01-01 00:00:00,,KG,Quilograma,
07134090,2016-01-01 00:00:00,,KG,Quilograma,
07135010,2016-01-01 00:00:00,,KG,Quilograma,
07135090,2016-01-01 00:00:00,,KG,Quilograma,
07136010,2016-01-01 00:00:00,,KG,Quilograma,
07136090,2016-01-01 00:00:00,,KG,Quilograma,
07139010,2016-01-01 00:00:00,,KG,Quilograma,
07139090,2016-01-01 00:00:00,,KG,Quilograma,
07141000,2016-01-01 00:00:00,,KG,Quilograma,
07142000,2016-01-01 00:00:00,,KG,Quilograma,
07143000,2016-01-01 00:00:00,,KG,Quilograma,
07144000,2016-01-01 00:00:00,,KG,Quilograma,
07145000,2016-01-01 00:00:00,,KG,Quilograma,
07149000,2016-01-01 00:00:00,,KG,Quilograma,
08011100,2016-01-01 00:00:00,,KG,Quilograma,
08011200,2016-01-01 00:00:00,,KG,Quilograma,
08011900,2016-01-01 00:00:00,,KG,Quilograma,
08012100,2016-01-01 00:00:00,,KG,Quilograma,
08012200,2016-01-01 00:00:00,,KG,Quilograma,
08013100,2016-01-01 00:00:00,,KG,Quilograma,
08013200,2016-01-01 00:00:00,,KG,Quilograma,
08021100,2016-01-01 00:00:00,,KG,Quilograma,
08021200,2016-01-01 00:00:00,,KG,Quilograma,
08022100,2016-01-01 00:00:00,,KG,Quilograma,
08022200,2016-01-01 00:00:00,,KG,Quilograma,
08023100,2016-01-01 00:00:00,,KG,Quilograma,
08023200,2016-01-01 00:00:00,,KG,Quilograma,
08024100,2016-01-01 00:00:00,,KG,Quilograma,
08024200,2016-01-01 00:00:00,,KG,Quilograma,
08025100,2016-01-01 00:00:00,,KG,Quilograma,
08025200,2016-01-01 00:00:00,,KG,Quilograma,
08026100,2016-01-01 00:00:00,,KG,Quilograma,
08026200,2016-01-01 00:00:00,,KG,Quilograma,
08027000,2016-01-01 00:00:00,,KG,Quilograma,
08028000,2016-01-01 00:00:00,,KG,Quilograma,
08029100,2022-04-01 00:00:00,,KG,Quilograma,
08029200,2022-04-01 00:00:00,,KG,Quilograma,
08029900,2022-04-01 00:00:00,,KG,Quilograma,
08031000,2016-01-01 00:00:00,,KG,Quilograma,
08039000,2016-01-01 00:00:00,,KG,Quilograma,
08041010,2016-01-01 00:00:00,,KG,Quilograma,
08041020,2016-01-01 00:00:00,,KG,Quilograma,
08042010,2016-01-01 00:00:00,,KG,Quilograma,
08042020,2016-01-01 00:00:00,,KG,Quilograma,
08043000,2016-01-01 00:00:00,,KG,Quilograma,
08044000,2016-01-01 00:00:00,,KG,Quilograma,
08045010,2016-01-01 00:00:00,,KG,Quilograma,
08045020,2016-01-01 00:00:00,,KG,Quilograma,
08045030,2016-01-01 00:00:00,,KG,Quilograma,
08051000,2016-01-01 00:00:00,,KG,Quilograma,
08052100,2017-01-01 00:00:00,,KG,Quilograma,
08052200,2017-01-01 00:00:00,,KG,Quilograma,
08052900,2017-01-01 00:00:00,,KG,Quilograma,
08054000,2016-01-01 00:00:00,,KG,Quilograma,
08055000,2016-01-01 00:00:00,,KG,Quilograma,
08059000,2016-01-01 00:00:00,,KG,Quilograma,
08061000,2016-01-01 00:00:00,,KG,Quilograma,
08062000,2016-01-01 00:00:00,,KG,Quilograma,
08071100,2016-01-01 00:00:00,,KG,Quilograma,
08071900,2016-01-01 00:00:00,,KG,Quilograma,
08072000,2016-01-01 00:00:00,,KG,Quilograma,
08081000,2016-01-01 00:00:00,,KG,Quilograma,
08083000,2016-01-01 00:00:00,,KG,Quilograma,
08084000,2016-01-01 00:00:00,,KG,Quilograma,
08091000,2016-01-01 00:00:00,,KG,Quilograma,
08092100,2016-01-01 00:00:00,,KG,Quilograma,
08092900,2016-01-01 00:00:00,,KG,Quilograma,
08093010,2016-01-01 00:00:00,,KG,Quilograma,
08093020,2016-01-01 00:00:00,,KG,Quilograma,
08094000,2016-01-01 00:00:00,,KG,Quilograma,
08101000,2016-01-01 00:00:00,,KG,Quilograma,
08102000,2016-01-01 00:00:00,,KG,Quilograma,
08103000,2016-01-01 00:00:00,,KG,Quilograma,
08104000,2016-01-01 00:00:00,,KG,Quilograma,
08105000,2016-01-01 00:00:00,,KG,Quilograma,
08106000,2016-01-01 00:00:00,,KG,Quilograma,
08107000,2016-01-01 00:00:00,,KG,Quilograma,
08109011,2017-07-01 00:00:00,,KG,Quilograma,
08109012,2017-07-01 00:00:00,,KG,Quilograma,
08109013,2017-07-01 00:00:00,,KG,Quilograma,
08109014,2017-07-01 00:00:00,,KG,Quilograma,
08109015,2017-07-01 00:00:00,,KG,Quilograma,
08109016,2017-07-01 00:00:00,,KG,Quilograma,
08109017,2017-07-01 00:00:00,,KG,Quilograma,
08109090,2017-07-01 00:00:00,,KG,Quilograma,
08111000,2016-01-01 00:00:00,,KG,Quilograma,
08112000,2016-01-01 00:00:00,,KG,Quilograma,
08119000,2016-01-01 00:00:00,,KG,Quilograma,
08121000,2016-01-01 00:00:00,,KG,Quilograma,
08129000,2016-01-01 00:00:00,,KG,Quilograma,
08131000,2016-01-01 00:00:00,,KG,Quilograma,
08132010,2016-01-01 00:00:00,,KG,Quilograma,
08132020,2016-01-01 00:00:00,,KG,Quilograma,
08133000,2016-01-01 00:00:00,,KG,Quilograma,
08134010,2016-01-01 00:00:00,,KG,Quilograma,
08134090,2016-01-01 00:00:00,,KG,Quilograma,
08135000,2016-01-01 00:00:00,,KG,Quilograma,
08140000,2016-01-01 00:00:00,,KG,Quilograma,
09011110,2016-01-01 00:00:00,,TON,Tonel Metr Liquida,
09011190,2016-01-01 00:00:00,,KG,Quilograma,
09011200,2016-01-01 00:00:00,,KG,Quilograma,
09012100,2016-01-01 00:00:00,,KG,Quilograma,
09012200,2016-01-01 00:00:00,,KG,Quilograma,
09019000,2016-01-01 00:00:00,,KG,Quilograma,
09021000,2016-01-01 00:00:00,,KG,Quilograma,
09022000,2016-01-01 00:00:00,,KG,Quilograma,
09023000,2016-01-01 00:00:00,,KG,Quilograma,
09024000,2016-01-01 00:00:00,,KG,Quilograma,
09030010,2016-01-01 00:00:00,,KG,Quilograma,
09030090,2016-01-01 00:00:00,,KG,Quilograma,
09041100,2016-01-01 00:00:00,,KG,Quilograma,
09041200,2016-01-01 00:00:00,,KG,Quilograma,
09042100,2016-01-01 00:00:00,,KG,Quilograma,
09042200,2016-01-01 00:00:00,,KG,Quilograma,
09051000,2016-01-01 00:00:00,,KG,Quilograma,
09052000,2016-01-01 00:00:00,,KG,Quilograma,
09061100,2016-01-01 00:00:00,,KG,Quilograma,
09061900,2016-01-01 00:00:00,,KG,Quilograma,
09062000,2016-01-01 00:00:00,,KG,Quilograma,
09071000,2016-01-01 00:00:00,,KG,Quilograma,
09072000,2016-01-01 00:00:00,,KG,Quilograma,
09081100,2016-01-01 00:00:00,,KG,Quilograma,
09081200,2016-01-01 00:00:00,,KG,Quilograma,
09082100,2016-01-01 00:00:00,,KG,Quilograma,
09082200,2016-01-01 00:00:00,,KG,Quilograma,
09083100,2016-01-01 00:00:00,,KG,Quilograma,
09083200,2016-01-01 00:00:00,,KG,Quilograma,
09092100,2016-01-01 00:00:00,,KG,Quilograma,
09092200,2016-01-01 00:00:00,,KG,Quilograma,
09093100,2016-01-01 00:00:00,,KG,Quilograma,
09093200,2016-01-01 00:00:00,,KG,Quilograma,
09096110,2016-01-01 00:00:00,,KG,Quilograma,
09096120,2016-01-01 00:00:00,,KG,Quilograma,
09096190,2016-01-01 00:00:00,,KG,Quilograma,
09096210,2016-01-01 00:00:00,,KG,Quilograma,
09096220,2016-01-01 00:00:00,,KG,Quilograma,
09096290,2016-01-01 00:00:00,,KG,Quilograma,
09101100,2016-01-01 00:00:00,,KG,Quilograma,
09101200,2016-01-01 00:00:00,,KG,Quilograma,
09102000,2016-01-01 00:00:00,,KG,Quilograma,
09103000,2016-01-01 00:00:00,,KG,Quilograma,
09109100,2016-01-01 00:00:00,,KG,Quilograma,
09109900,2016-01-01 00:00:00,,KG,Quilograma,
10011100,2016-01-01 00:00:00,,KG,Quilograma,
10011900,2016-01-01 00:00:00,,KG,Quilograma,
10019100,2016-01-01 00:00:00,,KG,Quilograma,
10019900,2016-01-01 00:00:00,,KG,Quilograma,
10021000,2016-01-01 00:00:00,,KG,Quilograma,
10029000,2016-01-01 00:00:00,,KG,Quilograma,
10031000,2016-01-01 00:00:00,,KG,Quilograma,
10039010,2016-01-01 00:00:00,,KG,Quilograma,
10039080,2016-01-01 00:00:00,,KG,Quilograma,
10039090,2016-01-01 00:00:00,,KG,Quilograma,
10041000,2016-01-01 00:00:00,,KG,Quilograma,
10049000,2016-01-01 00:00:00,,KG,Quilograma,
10051000,2016-01-01 00:00:00,,KG,Quilograma,
10059010,2016-01-01 00:00:00,,KG,Quilograma,
10059090,2016-01-01 00:00:00,,KG,Quilograma,
10061010,2016-01-01 00:00:00,,KG,Quilograma,
10061091,2016-01-01 00:00:00,,KG,Quilograma,
10061092,2016-01-01 00:00:00,,KG,Quilograma,
10062010,2016-01-01 00:00:00,,KG,Quilograma,
10062020,2016-01-01 00:00:00,,KG,Quilograma,
10063011,2016-01-01 00:00:00,,KG,Quilograma,
10063019,2016-01-01 00:00:00,,KG,Quilograma,
10063021,2016-01-01 00:00:00,,KG,Quilograma,
10063029,2016-01-01 00:00:00,,KG,Quilograma,
10064000,2016-01-01 00:00:00,,KG,Quilograma,
10071000,2016-01-01 00:00:00,,KG,Quilograma,
10079000,2016-01-01 00:00:00,,KG,Quilograma,
10081010,2016-01-01 00:00:00,,KG,Quilograma,
10081090,2016-01-01 00:00:00,,KG,Quilograma,
10082110,2016-01-01 00:00:00,,KG,Quilograma,
10082190,2016-01-01 00:00:00,,KG,Quilograma,
10082910,2016-01-01 00:00:00,,KG,Quilograma,
10082990,2016-01-01 00:00:00,,KG,Quilograma,
10083010,2016-01-01 00:00:00,,KG,Quilograma,
10083090,2016-01-01 00:00:00,,KG,Quilograma,
10084010,2016-01-01 00:00:00,,KG,Quilograma,
10084090,2016-01-01 00:00:00,,KG,Quilograma,
10085010,2016-01-01 00:00:00,,KG,Quilograma,
10085090,2016-01-01 00:00:00,,KG,Quilograma,
10086010,2016-01-01 00:00:00,,KG,Quilograma,
10086090,2016-01-01 00:00:00,,KG,Quilograma,
10089010,2016-01-01 00:00:00,,KG,Quilograma,
10089090,2016-01-01 00:00:00,,KG,Quilograma,
11010010,2016-01-01 00:00:00,,KG,Quilograma,
11010020,2016-01-01 00:00:00,,KG,Quilograma,
11022000,2016-01-01 00:00:00,,KG,Quilograma,
11029000,2016-01-01 00:00:00,,KG,Quilograma,
11031100,2016-01-01 00:00:00,,KG,Quilograma,
11031300,2016-01-01 00:00:00,,KG,Quilograma,
11031900,2016-01-01 00:00:00,,KG,Quilograma,
11032000,2016-01-01 00:00:00,,KG,Quilograma,
11041200,2016-01-01 00:00:00,,KG,Quilograma,
11041900,2016-01-01 00:00:00,,KG,Quilograma,
11042200,2016-01-01 00:00:00,,KG,Quilograma,
11042300,2016-01-01 00:00:00,,KG,Quilograma,
11042900,2016-01-01 00:00:00,,KG,Quilograma,
11043000,2016-01-01 00:00:00,,KG,Quilograma,
11051000,2016-01-01 00:00:00,,KG,Quilograma,
11052000,2016-01-01 00:00:00,,KG,Quilograma,
11061000,2016-01-01 00:00:00,,KG,Quilograma,
11062000,2016-01-01 00:00:00,,KG,Quilograma,
11063000,2016-01-01 00:00:00,,KG,Quilograma,
11071010,2016-01-01 00:00:00,,KG,Quilograma,
11071020,2016-01-01 00:00:00,,KG,Quilograma,
11072010,2016-01-01 00:00:00,,KG,Quilograma,
11072020,2016-01-01 00:00:00,,KG,Quilograma,
11081100,2016-01-01 00:00:00,,KG,Quilograma,
11081200,2016-01-01 00:00:00,,KG,Quilograma,
11081300,2016-01-01 00:00:00,,KG,Quilograma,
11081400,2016-01-01 00:00:00,,KG,Quilograma,
11081900,2016-01-01 00:00:00,,KG,Quilograma,
11082000,2016-01-01 00:00:00,,KG,Quilograma,
11090000,2016-01-01 00:00:00,,KG,Quilograma,
12011000,2016-01-01 00:00:00,,KG,Quilograma,
12019000,2016-01-01 00:00:00,,TON,Tonel Metr Liquida,
12023000,2016-01-01 00:00:00,,KG,Quilograma,
12024100,2016-01-01 00:00:00,,KG,Quilograma,
12024200,2016-01-01 00:00:00,,KG,Quilograma,
12030000,2016-01-01 00:00:00,,KG,Quilograma,
12040010,2016-01-01 00:00:00,,KG,Quilograma,
12040090,2016-01-01 00:00:00,,KG,Quilograma,
12051010,2016-01-01 00:00:00,,KG,Quilograma,
12051090,2016-01-01 00:00:00,,KG,Quilograma,
12059010,2016-01-01 00:00:00,,KG,Quilograma,
12059090,2016-01-01 00:00:00,,KG,Quilograma,
12060010,2016-01-01 00:00:00,,KG,Quilograma,
12060090,2016-01-01 00:00:00,,KG,Quilograma,
12071010,2016-01-01 00:00:00,,KG,Quilograma,
12071090,2016-01-01 00:00:00,,KG,Quilograma,
12072100,2016-01-01 00:00:00,,KG,Quilograma,
12072900,2016-01-01 00:00:00,,KG,Quilograma,
12073010,2016-01-01 00:00:00,,KG,Quilograma,
12073090,2016-01-01 00:00:00,,KG,Quilograma,
12074010,2016-01-01 00:00:00,,KG,Quilograma,
12074090,2016-01-01 00:00:00,,KG,Quilograma,
12075010,2016-01-01 00:00:00,,KG,Quilograma,
12075090,2016-01-01 00:00:00,,KG,Quilograma,
12076010,2016-01-01 00:00:00,,KG,Quilograma,
12076090,2016-01-01 00:00:00,,KG,Quilograma,
12077010,2016-01-01 00:00:00,,KG,Quilograma,
12077090,2016-01-01 00:00:00,,KG,Quilograma,
12079110,2016-01-01 00:00:00,,KG,Quilograma,
12079190,2016-01-01 00:00:00,,KG,Quilograma,
12079910,2016-01-01 00:00:00,,KG,Quilograma,
12079990,2016-01-01 00:00:00,,KG,Quilograma,
12081000,2016-01-01 00:00:00,,KG,Quilograma,
12089000,2016-01-01 00:00:00,,KG,Quilograma,
12091000,2016-01-01 00:00:00,,KG,Quilograma,
12092100,2016-01-01 00:00:00,,KG,Quilograma,
12092200,2016-01-01 00:00:00,,KG,Quilograma,
12092300,2016-01-01 00:00:00,,KG,Quilograma,
12092400,2016-01-01 00:00:00,,KG,Quilograma,
12092500,2016-01-01 00:00:00,,KG,Quilograma,
12092900,2016-01-01 00:00:00,,KG,Quilograma,
12093000,2016-01-01 00:00:00,,KG,Quilograma,
12099100,2016-01-01 00:00:00,,KG,Quilograma,
12099900,2016-01-01 00:00:00,,KG,Quilograma,
12101000,2016-01-01 00:00:00,,KG,Quilograma,
12102010,2016-01-01 00:00:00,,KG,Quilograma,
12102020,2016-01-01 00:00:00,,KG,Quilograma,
12112000,2016-01-01 00:00:00,,KG,Quilograma,
12113000,2016-01-01 00:00:00,,KG,Quilograma,
12114000,2016-01-01 00:00:00,,KG,Quilograma,
12115000,2017-01-01 00:00:00,,KG,Quilograma,
12116000,2022-04-01 00:00:00,,KG,Quilograma,
12119010,2016-01-01 00:00:00,,KG,Quilograma,
12119090,2016-01-01 00:00:00,,KG,Quilograma,
12122100,2016-01-01 00:00:00,,KG,Quilograma,
12122900,2016-01-01 00:00:00,,KG,Quilograma,
12129100,2016-01-01 00:00:00,,KG,Quilograma,
12129200,2016-01-01 00:00:00,,KG,Quilograma,
12129300,2016-01-01 00:00:00,,KG,Quilograma,
12129400,2016-01-01 00:00:00,,KG,Quilograma,
12129910,2016-01-01 00:00:00,,KG,Quilograma,
12129990,2016-01-01 00:00:00,,KG,Quilograma,
12130000,2016-01-01 00:00:00,,KG,Quilograma,
12141000,2016-01-01 00:00:00,,KG,Quilograma,
12149000,2016-01-01 00:00:00,,KG,Quilograma,
13012000,2016-01-01 00:00:00,,KG,Quilograma,
13019010,2016-01-01 00:00:00,,KG,Quilograma,
13019090,2016-01-01 00:00:00,,KG,Quilograma,
13021110,2016-01-01 00:00:00,,KG,Quilograma,
13021190,2016-01-01 00:00:00,,KG,Quilograma,
13021200,2016-01-01 00:00:00,,KG,Quilograma,
13021300,2016-01-01 00:00:00,,KG,Quilograma,
13021400,2017-01-01 00:00:00,,KG,Quilograma,
13021910,2016-01-01 00:00:00,,KG,Quilograma,
13021920,2016-01-01 00:00:00,,KG,Quilograma,
13021930,2016-01-01 00:00:00,,KG,Quilograma,
13021940,2016-01-01 00:00:00,,KG,Quilograma,
13021950,2016-01-01 00:00:00,,KG,Quilograma,
13021960,2016-01-01 00:00:00,,KG,Quilograma,
13021991,2016-01-01 00:00:00,,KG,Quilograma,
13021999,2016-01-01 00:00:00,,KG,Quilograma,
13022010,2016-01-01 00:00:00,,KG,Quilograma,
13022090,2016-01-01 00:00:00,,KG,Quilograma,
13023100,2016-01-01 00:00:00,,KG,Quilograma,
13023211,2016-01-01 00:00:00,,KG,Quilograma,
13023219,2016-01-01 00:00:00,,KG,Quilograma,
13023220,2016-01-01 00:00:00,,KG,Quilograma,
13023910,2016-01-01 00:00:00,,KG,Quilograma,
13023990,2016-01-01 00:00:00,,KG,Quilograma,
14011000,2016-01-01 00:00:00,,KG,Quilograma,
14012000,2016-01-01 00:00:00,,KG,Quilograma,
14019000,2016-01-01 00:00:00,,KG,Quilograma,
14042010,2016-01-01 00:00:00,,KG,Quilograma,
14042090,2016-01-01 00:00:00,,KG,Quilograma,
14049010,2016-01-01 00:00:00,,KG,Quilograma,
14049090,2016-01-01 00:00:00,,KG,Quilograma,
15011000,2016-01-01 00:00:00,,KG,Quilograma,
15012000,2016-01-01 00:00:00,,KG,Quilograma,
15019000,2016-01-01 00:00:00,,KG,Quilograma,
15021011,2016-01-01 00:00:00,,KG,Quilograma,
15021012,2016-01-01 00:00:00,,KG,Quilograma,
15021019,2016-01-01 00:00:00,,KG,Quilograma,
15021090,2016-01-01 00:00:00,,KG,Quilograma,
15029000,2016-01-01 00:00:00,,KG,Quilograma,
15030000,2016-01-01 00:00:00,,KG,Quilograma,
15041011,2016-01-01 00:00:00,,KG,Quilograma,
15041019,2016-01-01 00:00:00,,KG,Quilograma,
15041090,2016-01-01 00:00:00,,KG,Quilograma,
15042000,2016-01-01 00:00:00,,KG,Quilograma,
15043000,2016-01-01 00:00:00,,KG,Quilograma,
15050010,2016-01-01 00:00:00,,KG,Quilograma,
15050090,2016-01-01 00:00:00,,KG,Quilograma,
15060000,2016-01-01 00:00:00,,KG,Quilograma,
15071000,2016-01-01 00:00:00,,TON,Tonel Metr Liquida,
15079011,2016-01-01 00:00:00,,TON,Tonel Metr Liquida,
